QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
1	0	3	16	1.000000	0.000000	0.000000	0.000000	38.331379	-77.762627	-0.150000	1
2	0	3	16	1.000000	0.000000	0.000000	0.000000	38.331379	-77.762543	-0.150000	1
3	0	3	16	1.000000	0.000000	0.000000	0.000000	38.331329	-77.762604	-0.150000	1
4	0	3	16	1.000000	0.000000	0.000000	0.000000	38.331326	-77.762520	-0.150000	1
5	0	3	16	1.000000	0.000000	0.000000	0.000000	38.331287	-77.762596	-0.150000	1
6	0	3	16	1.000000	0.000000	0.000000	0.000000	38.331276	-77.762497	-0.150000	1
7	0	3	16	1.000000	0.000000	0.000000	0.000000	38.331234	-77.762589	-0.150000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	38.331223	-77.762558	-0.150000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	38.331223	-77.762527	-0.150000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	38.331242	-77.762505	-0.150000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	38.331409	-77.762596	-0.150000	1
